title,url,created,state,whensent,category,lastupdate,latitude,longitude,ward,location
"Incorrect road narrows sign",https://www.fixmystreet.com/report/113917,"2010-05-11 00:02:13 UTC",confirmed,"2010-05-11 00:05:04 UTC","Road traffic signs","2010-05-11 00:05:04 UTC",51.39861768,-2.462228281,Saltford,"{""latitude"":51.39861768,""longitude"":-2.462228281,""geojson"":{""type"":""Point"",""coordinates"":[-2.462228281,51.39861768]}}"
"Junction markings missing",https://www.fixmystreet.com/report/588077,"2015-02-15 22:12:36 UTC","fixed - user","2015-02-15 22:15:11 UTC",Roads/highways,"2015-06-02 21:18:58 UTC",51.394326,-2.397153,Newbridge,"{""latitude"":51.394326,""longitude"":-2.397153,""geojson"":{""type"":""Point"",""coordinates"":[-2.397153,51.394326]}}"
"Overgrowing hedges",https://www.fixmystreet.com/report/476721,"2014-05-20 19:34:16 UTC",confirmed,"2014-05-20 19:35:30 UTC",Pavements/footpaths,"2015-02-25 17:15:40 UTC",51.38268593,-2.392107786,Newbridge,"{""latitude"":51.38268593,""longitude"":-2.392107786,""geojson"":{""type"":""Point"",""coordinates"":[-2.392107786,51.38268593]}}"
"Deep drain cover- direction Bath to Saltford",https://www.fixmystreet.com/report/536949,"2014-10-25 09:30:10 UTC",confirmed,"2014-10-25 09:35:11 UTC",Roads/highways,"2014-10-25 09:35:11 UTC",51.38873454,-2.43413768,Corston,"{""latitude"":51.38873454,""longitude"":-2.43413768,""geojson"":{""type"":""Point"",""coordinates"":[-2.43413768,51.38873454]}}"
Pothole,https://www.fixmystreet.com/report/357880,"2013-05-17 09:16:42 UTC","fixed - user","2013-05-17 09:20:20 UTC",Potholes,"2013-06-17 11:17:41 UTC",51.33567672,-2.662359108,"Chew Stoke","{""latitude"":51.33567672,""longitude"":-2.662359108,""geojson"":{""type"":""Point"",""coordinates"":[-2.662359108,51.33567672]}}"
"Weeds growing through grating.",https://www.fixmystreet.com/report/494730,"2014-06-29 12:03:18 UTC","fixed - user","2014-06-29 12:05:11 UTC",Pavements/footpaths,"2014-08-17 22:41:29 UTC",51.389153,-2.36383,Lansdown,"{""latitude"":51.389153,""longitude"":-2.36383,""geojson"":{""type"":""Point"",""coordinates"":[-2.36383,51.389153]}}"
"Severe Carriageway Defects",https://www.fixmystreet.com/report/432399,"2014-02-02 18:03:34 UTC","fixed - user","2014-02-02 18:26:55 UTC",Roads/highways,"2015-01-25 17:07:24 UTC",51.38085739,-2.35339139,Widcombe,"{""latitude"":51.38085739,""longitude"":-2.35339139,""geojson"":{""type"":""Point"",""coordinates"":[-2.35339139,51.38085739]}}"
"Fence Post",https://www.fixmystreet.com/report/519030,"2014-09-04 12:49:38 UTC",confirmed,"2014-09-04 12:50:35 UTC",Parks/landscapes,"2014-10-30 21:09:22 UTC",51.383499,-2.398621,Newbridge,"{""latitude"":51.383499,""longitude"":-2.398621,""geojson"":{""type"":""Point"",""coordinates"":[-2.398621,51.383499]}}"
Pothole,https://www.fixmystreet.com/report/579007,"2015-01-30 19:25:19 UTC","fixed - user","2015-01-30 19:30:14 UTC",Potholes,"2015-10-15 07:34:48 UTC",51.38631754,-2.4051978,Twerton,"{""latitude"":51.38631754,""longitude"":-2.4051978,""geojson"":{""type"":""Point"",""coordinates"":[-2.4051978,51.38631754]}}"
"Footpath obstructed",https://www.fixmystreet.com/report/382115,"2013-08-25 15:21:45 UTC",confirmed,"2013-08-25 15:25:09 UTC",Pavements/footpaths,"2013-08-25 15:25:09 UTC",51.31882385,-2.645563658,"Compton Martin","{""latitude"":51.31882385,""longitude"":-2.645563658,""geojson"":{""type"":""Point"",""coordinates"":[-2.645563658,51.31882385]}}"
"Pot hole on the bridge ",https://www.fixmystreet.com/report/71109,"2009-08-27 08:17:39 UTC",unconfirmed,,Potholes,"2009-08-27 08:17:39 UTC",51.37929661,-2.381168408,Westmoreland,"{""latitude"":51.37929661,""longitude"":-2.381168408,""geojson"":{""type"":""Point"",""coordinates"":[-2.381168408,51.37929661]}}"
"Range of potholes",https://www.fixmystreet.com/report/96253,"2010-02-16 21:35:44 UTC",fixed,"2010-02-16 21:40:03 UTC",Potholes,"2010-05-12 08:27:44 UTC",51.41235811,-2.489639695,"Keynsham East","{""latitude"":51.41235811,""longitude"":-2.489639695,""geojson"":{""type"":""Point"",""coordinates"":[-2.489639695,51.41235811]}}"
"Poor road surface High Littleton/Bridge",https://www.fixmystreet.com/report/50857,"2009-03-27 13:22:56 UTC",unconfirmed,,Roads/highways,"2009-03-27 13:22:56 UTC",51.31337638,-2.51944323,"High Littleton","{""latitude"":51.31337638,""longitude"":-2.51944323,""geojson"":{""type"":""Point"",""coordinates"":[-2.51944323,51.31337638]}}"
"National speed limit applies",https://www.fixmystreet.com/report/161285,"2011-02-02 13:37:51 UTC",confirmed,"2011-02-02 13:40:01 UTC","Road traffic signs","2011-09-17 14:54:01 UTC",51.31045024,-2.330040305,"Hinton Charterhouse","{""latitude"":51.31045024,""longitude"":-2.330040305,""geojson"":{""type"":""Point"",""coordinates"":[-2.330040305,51.31045024]}}"
"Multiple Potholes",https://www.fixmystreet.com/report/249011,"2012-05-03 11:37:04 UTC","fixed - user","2012-05-03 11:40:06 UTC",Potholes,"2012-08-29 10:43:22 UTC",51.27843909,-2.497830311,"Midsomer Norton","{""latitude"":51.27843909,""longitude"":-2.497830311,""geojson"":{""type"":""Point"",""coordinates"":[-2.497830311,51.27843909]}}"
"Overgrown weeds , brambles",https://www.fixmystreet.com/report/509200,"2014-08-05 14:46:18 UTC",confirmed,"2014-08-05 14:55:35 UTC",Pavements/footpaths,"2014-09-03 01:18:30 UTC",51.37634443,-2.387819178,Westmoreland,"{""latitude"":51.37634443,""longitude"":-2.387819178,""geojson"":{""type"":""Point"",""coordinates"":[-2.387819178,51.37634443]}}"
"Totally erased STOP line road markings at STOP junction",https://www.fixmystreet.com/report/610273,"2015-03-24 08:05:21 UTC",confirmed,"2015-03-24 08:10:37 UTC",Roads/highways,"2015-03-24 08:10:37 UTC",51.38056,-2.392779,Twerton,"{""latitude"":51.38056,""longitude"":-2.392779,""geojson"":{""type"":""Point"",""coordinates"":[-2.392779,51.38056]}}"
"Street Light Showing Cables",https://www.fixmystreet.com/report/659028,"2015-07-08 14:26:24 UTC","fixed - user","2015-07-08 14:30:53 UTC","Street lighting","2015-08-18 10:50:51 UTC",51.284556,-2.487603,"Midsomer Norton","{""latitude"":51.284556,""longitude"":-2.487603,""geojson"":{""type"":""Point"",""coordinates"":[-2.487603,51.284556]}}"
"Road breaking up down the white lines",https://www.fixmystreet.com/report/486025,"2014-06-09 16:39:40 UTC",confirmed,"2014-06-09 16:40:17 UTC",Roads/highways,"2014-06-09 16:40:17 UTC",51.28487013,-2.492138823,"Midsomer Norton","{""latitude"":51.28487013,""longitude"":-2.492138823,""geojson"":{""type"":""Point"",""coordinates"":[-2.492138823,51.28487013]}}"
"Poor road surface",https://www.fixmystreet.com/report/390978,"2013-09-30 08:42:50 UTC",confirmed,"2013-09-30 08:45:12 UTC",Potholes,"2013-09-30 08:45:12 UTC",51.37325718,-2.38561174,Westmoreland,"{""latitude"":51.37325718,""longitude"":-2.38561174,""geojson"":{""type"":""Point"",""coordinates"":[-2.38561174,51.37325718]}}"
"Traffic light sequence",https://www.fixmystreet.com/report/289043,"2012-11-07 20:25:41 UTC",confirmed,"2012-11-07 20:30:14 UTC","Traffic lights","2012-12-06 00:34:38 UTC",51.37811066,-2.359962656,Abbey,"{""latitude"":51.37811066,""longitude"":-2.359962656,""geojson"":{""type"":""Point"",""coordinates"":[-2.359962656,51.37811066]}}"
"Large pothole",https://www.fixmystreet.com/report/550490,"2014-11-26 21:46:16 UTC","fixed - user","2014-11-26 21:50:45 UTC",Potholes,"2014-12-25 10:48:02 UTC",51.39025603,-2.481698627,"Compton Dando","{""latitude"":51.39025603,""longitude"":-2.481698627,""geojson"":{""type"":""Point"",""coordinates"":[-2.481698627,51.39025603]}}"
Potholes,https://www.fixmystreet.com/report/57759,"2009-05-13 08:41:19 UTC",confirmed,"2009-05-13 08:45:02 UTC",Potholes,"2009-05-13 08:45:02 UTC",51.34221684,-2.340620222,"Bathavon South","{""latitude"":51.34221684,""longitude"":-2.340620222,""geojson"":{""type"":""Point"",""coordinates"":[-2.340620222,51.34221684]}}"
"'keep clear' sign at Yellow box",https://www.fixmystreet.com/report/199748,"2011-08-26 08:11:25 UTC",confirmed,"2011-08-26 08:15:05 UTC",Roads/highways,"2012-06-10 15:40:13 UTC",51.406313,-2.558421,Whitchurch,"{""latitude"":51.406313,""longitude"":-2.558421,""geojson"":{""type"":""Point"",""coordinates"":[-2.558421,51.406313]}}"
Speeding,https://www.fixmystreet.com/report/536318,"2014-10-23 12:25:32 UTC",confirmed,"2014-10-23 12:30:12 UTC",Roads/highways,"2014-10-23 12:30:12 UTC",51.3643,-2.327583,"Combe Down","{""latitude"":51.3643,""longitude"":-2.327583,""geojson"":{""type"":""Point"",""coordinates"":[-2.327583,51.3643]}}"
"Severe Carriageway Defects",https://www.fixmystreet.com/report/432397,"2014-02-02 18:02:19 UTC","fixed - user","2014-02-02 18:27:17 UTC",Roads/highways,"2015-01-25 17:07:14 UTC",51.37931052,-2.357146483,Abbey,"{""latitude"":51.37931052,""longitude"":-2.357146483,""geojson"":{""type"":""Point"",""coordinates"":[-2.357146483,51.37931052]}}"
Potholes,https://www.fixmystreet.com/report/448473,"2014-03-03 07:15:13 UTC",confirmed,"2014-03-03 07:20:11 UTC",Potholes,"2014-03-03 07:20:11 UTC",51.38945,-2.401845,Newbridge,"{""latitude"":51.38945,""longitude"":-2.401845,""geojson"":{""type"":""Point"",""coordinates"":[-2.401845,51.38945]}}"
"Multiple road defects",https://www.fixmystreet.com/report/362697,"2013-06-05 13:59:15 UTC","fixed - user","2013-06-06 20:00:09 UTC",Roads/highways,"2013-08-17 12:06:51 UTC",51.3959187,-2.390572158,Weston,"{""latitude"":51.3959187,""longitude"":-2.390572158,""geojson"":{""type"":""Point"",""coordinates"":[-2.390572158,51.3959187]}}"
"Severe Carriageway Subsidence has worsened",https://www.fixmystreet.com/report/595936,"2015-02-27 21:34:49 UTC",confirmed,"2015-02-27 21:40:11 UTC",Roads/highways,"2015-02-27 21:40:11 UTC",51.38023,-2.362254,Abbey,"{""latitude"":51.38023,""longitude"":-2.362254,""geojson"":{""type"":""Point"",""coordinates"":[-2.362254,51.38023]}}"
"This road no longer exists",https://www.fixmystreet.com/report/394408,"2013-10-14 17:22:25 UTC",confirmed,"2013-10-14 17:25:09 UTC",Potholes,"2013-10-14 17:25:09 UTC",51.36957969,-2.632930135,"Chew Magna","{""latitude"":51.36957969,""longitude"":-2.632930135,""geojson"":{""type"":""Point"",""coordinates"":[-2.632930135,51.36957969]}}"
"Extremely poor road surface for entire length of road",https://www.fixmystreet.com/report/618484,"2015-04-09 08:35:23 UTC",confirmed,"2015-04-09 08:40:11 UTC",Roads/highways,"2015-04-09 08:40:11 UTC",51.401045,-2.461485,Saltford,"{""latitude"":51.401045,""longitude"":-2.461485,""geojson"":{""type"":""Point"",""coordinates"":[-2.461485,51.401045]}}"
"Weight limit sign vandalised",https://www.fixmystreet.com/report/124959,"2010-07-16 12:06:32 UTC",fixed,"2010-07-16 12:10:03 UTC","Road traffic signs","2010-08-13 17:27:23 UTC",51.33555328,-2.305550232,"Bathavon South","{""latitude"":51.33555328,""longitude"":-2.305550232,""geojson"":{""type"":""Point"",""coordinates"":[-2.305550232,51.33555328]}}"
"Dangerous pot hole",https://www.fixmystreet.com/report/466488,"2014-04-17 20:58:14 UTC","fixed - user","2014-04-17 21:00:12 UTC",Potholes,"2014-05-15 21:32:33 UTC",51.39769605,-2.355215974,Lambridge,"{""latitude"":51.39769605,""longitude"":-2.355215974,""geojson"":{""type"":""Point"",""coordinates"":[-2.355215974,51.39769605]}}"
"Pot hole - large",https://www.fixmystreet.com/report/436847,"2014-02-09 13:22:46 UTC","fixed - user","2014-02-09 13:25:15 UTC",Potholes,"2014-04-08 18:46:27 UTC",51.40562647,-2.554068052,Whitchurch,"{""latitude"":51.40562647,""longitude"":-2.554068052,""geojson"":{""type"":""Point"",""coordinates"":[-2.554068052,51.40562647]}}"
"Large depression in pavement on corner",https://www.fixmystreet.com/report/246718,"2012-04-23 22:57:22 UTC",confirmed,"2012-04-23 23:00:07 UTC",Pavements/footpaths,"2012-06-20 11:50:55 UTC",51.38044106,-2.363122305,Kingsmead,"{""latitude"":51.38044106,""longitude"":-2.363122305,""geojson"":{""type"":""Point"",""coordinates"":[-2.363122305,51.38044106]}}"
"Severely Potholed and Rutted Footpath",https://www.fixmystreet.com/report/468948,"2014-04-26 11:25:47 UTC",confirmed,"2014-04-26 11:30:17 UTC",Pavements/footpaths,"2014-04-26 11:30:17 UTC",51.39841843,-2.392970066,Weston,"{""latitude"":51.39841843,""longitude"":-2.392970066,""geojson"":{""type"":""Point"",""coordinates"":[-2.392970066,51.39841843]}}"
"Various highway defects",https://www.fixmystreet.com/report/575862,"2015-01-25 16:57:25 UTC",confirmed,"2015-01-25 17:00:24 UTC",Roads/highways,"2015-01-25 17:00:24 UTC",51.39954176,-2.391417235,Weston,"{""latitude"":51.39954176,""longitude"":-2.391417235,""geojson"":{""type"":""Point"",""coordinates"":[-2.391417235,51.39954176]}}"
"Accident remains",https://www.fixmystreet.com/report/104169,"2010-03-19 08:40:41 UTC",fixed,"2010-03-19 08:45:05 UTC",Other,"2010-04-16 09:08:26 UTC",51.43516638,-2.366779984,"Bathavon North","{""latitude"":51.43516638,""longitude"":-2.366779984,""geojson"":{""type"":""Point"",""coordinates"":[-2.366779984,51.43516638]}}"
"Potholes and breakup of road surface",https://www.fixmystreet.com/report/350884,"2013-04-22 17:04:11 UTC",confirmed,"2013-04-22 17:05:43 UTC",Potholes,"2013-04-22 17:05:43 UTC",51.318489,-2.503526,"High Littleton","{""latitude"":51.318489,""longitude"":-2.503526,""geojson"":{""type"":""Point"",""coordinates"":[-2.503526,51.318489]}}"
"Water running across road",https://www.fixmystreet.com/report/198062,"2011-08-14 20:03:54 UTC",confirmed,"2011-08-14 20:05:05 UTC",Roads/highways,"2011-12-18 10:28:46 UTC",51.36832,-2.346245,Widcombe,"{""latitude"":51.36832,""longitude"":-2.346245,""geojson"":{""type"":""Point"",""coordinates"":[-2.346245,51.36832]}}"
"Fly tipping Fosse Way Roman Road Clandown",https://www.fixmystreet.com/report/552233,"2014-12-01 09:50:34 UTC","fixed - user","2014-12-01 09:55:11 UTC",Flytipping,"2014-12-09 09:09:23 UTC",51.29742144,-2.457314767,Radstock,"{""latitude"":51.29742144,""longitude"":-2.457314767,""geojson"":{""type"":""Point"",""coordinates"":[-2.457314767,51.29742144]}}"
"Potholes and bad road surface a plenty...",https://www.fixmystreet.com/report/139708,"2010-10-25 16:09:26 UTC",confirmed,"2010-10-25 16:15:02 UTC",Potholes,"2010-10-25 16:15:02 UTC",51.29885458,-2.457238465,Norton-Radstock,"{""latitude"":51.29885458,""longitude"":-2.457238465,""geojson"":{""type"":""Point"",""coordinates"":[-2.457238465,51.29885458]}}"
"Loss of surface integrity on road",https://www.fixmystreet.com/report/59053,"2009-05-25 09:41:45 UTC",confirmed,"2009-05-25 09:45:02 UTC",Roads/highways,"2009-07-21 19:30:28 UTC",51.39173738,-2.365273332,Lansdown,"{""latitude"":51.39173738,""longitude"":-2.365273332,""geojson"":{""type"":""Point"",""coordinates"":[-2.365273332,51.39173738]}}"
"Multiple Potholes",https://www.fixmystreet.com/report/659801,"2015-07-10 08:36:33 UTC",confirmed,"2015-07-10 08:40:13 UTC",Potholes,"2015-07-10 08:40:13 UTC",51.413256,-2.393497,Charlcombe,"{""latitude"":51.413256,""longitude"":-2.393497,""geojson"":{""type"":""Point"",""coordinates"":[-2.393497,51.413256]}}"
"Damaged road surface and potholes on Clutton Hill (bottom)",https://www.fixmystreet.com/report/319682,"2013-02-08 15:43:04 UTC",confirmed,"2013-02-08 15:45:09 UTC",Roads/highways,"2013-03-11 13:45:49 UTC",51.33019397,-2.534668666,Clutton,"{""latitude"":51.33019397,""longitude"":-2.534668666,""geojson"":{""type"":""Point"",""coordinates"":[-2.534668666,51.33019397]}}"
"RTPI Display at bus stop now working",https://www.fixmystreet.com/report/566362,"2015-01-08 12:16:02 UTC",confirmed,"2015-01-08 12:20:23 UTC","Bus stops","2015-03-05 13:10:48 UTC",51.385387,-2.39605,Newbridge,"{""latitude"":51.385387,""longitude"":-2.39605,""geojson"":{""type"":""Point"",""coordinates"":[-2.39605,51.385387]}}"
"Drain blocked",https://www.fixmystreet.com/report/134759,"2010-09-23 12:47:17 UTC",confirmed,"2010-09-23 12:55:02 UTC",Pavements/footpaths,"2010-09-23 12:55:02 UTC",51.3764954,-2.363172518,Widcombe,"{""latitude"":51.3764954,""longitude"":-2.363172518,""geojson"":{""type"":""Point"",""coordinates"":[-2.363172518,51.3764954]}}"
"Massive pothole",https://www.fixmystreet.com/report/105175,"2010-03-24 14:45:05 UTC",fixed,"2010-03-24 14:50:06 UTC",Potholes,"2010-04-21 15:04:12 UTC",51.35830081,-2.363547989,Lyncombe,"{""latitude"":51.35830081,""longitude"":-2.363547989,""geojson"":{""type"":""Point"",""coordinates"":[-2.363547989,51.35830081]}}"
"Poor cleansing - leaves etc ",https://www.fixmystreet.com/report/113,"2007-02-09 16:11:05 UTC",confirmed,"2007-02-12 23:30:02 UTC",Other,"2007-02-12 23:30:02 UTC",51.36087753,-2.340211509,"Combe Down","{""latitude"":51.36087753,""longitude"":-2.340211509,""geojson"":{""type"":""Point"",""coordinates"":[-2.340211509,51.36087753]}}"
"Big pot hole on pavement",https://www.fixmystreet.com/report/120870,"2010-06-22 13:02:57 UTC",fixed,"2010-06-22 13:05:02 UTC",Pavements/footpaths,"2010-10-13 09:29:58 UTC",51.28926053,-2.480078611,"Midsomer Norton North","{""latitude"":51.28926053,""longitude"":-2.480078611,""geojson"":{""type"":""Point"",""coordinates"":[-2.480078611,51.28926053]}}"
Flytipping,https://www.fixmystreet.com/report/459502,"2014-03-28 13:43:11 UTC","fixed - user","2014-03-28 13:45:29 UTC",Flytipping,"2014-04-26 11:05:45 UTC",51.40097915,-2.392760819,Weston,"{""latitude"":51.40097915,""longitude"":-2.392760819,""geojson"":{""type"":""Point"",""coordinates"":[-2.392760819,51.40097915]}}"
"Fly-tipping by MasterShoe",https://www.fixmystreet.com/report/648994,"2015-06-16 23:44:14 UTC",confirmed,"2015-06-16 23:45:10 UTC",Flytipping,"2015-06-16 23:45:10 UTC",51.389077,-2.359777,Lansdown,"{""latitude"":51.389077,""longitude"":-2.359777,""geojson"":{""type"":""Point"",""coordinates"":[-2.359777,51.389077]}}"
"Loose flagstone - tripping hazard",https://www.fixmystreet.com/report/278153,"2012-09-14 22:14:09 UTC",confirmed,"2012-09-14 22:15:15 UTC",Pavements/footpaths,"2012-09-14 22:15:15 UTC",51.38766894,-2.361564844,Lansdown,"{""latitude"":51.38766894,""longitude"":-2.361564844,""geojson"":{""type"":""Point"",""coordinates"":[-2.361564844,51.38766894]}}"
Pothole,https://www.fixmystreet.com/report/233866,"2012-02-23 13:44:30 UTC","fixed - user","2012-02-23 16:40:04 UTC",Potholes,"2012-03-23 10:29:49 UTC",51.387028,-2.396744,Newbridge,"{""latitude"":51.387028,""longitude"":-2.396744,""geojson"":{""type"":""Point"",""coordinates"":[-2.396744,51.387028]}}"
"Street light not working no: 360",https://www.fixmystreet.com/report/228753,"2012-01-31 14:53:58 UTC",unconfirmed,,"Street lighting","2012-01-31 14:53:58 UTC",51.319272,-2.414996,"Peasedown St John","{""latitude"":51.319272,""longitude"":-2.414996,""geojson"":{""type"":""Point"",""coordinates"":[-2.414996,51.319272]}}"
"Potholes and raised drain cover ",https://www.fixmystreet.com/report/112643,"2010-05-01 09:42:16 UTC",confirmed,"2010-05-01 09:45:02 UTC",Potholes,"2010-10-05 09:20:48 UTC",51.39909275,-2.459029197,Saltford,"{""latitude"":51.39909275,""longitude"":-2.459029197,""geojson"":{""type"":""Point"",""coordinates"":[-2.459029197,51.39909275]}}"
"Brambles across the path",https://www.fixmystreet.com/report/371935,"2013-07-11 23:10:50 UTC",confirmed,"2013-07-11 23:15:10 UTC",Pavements/footpaths,"2013-09-05 09:25:07 UTC",51.389535,-2.359893,Lansdown,"{""latitude"":51.389535,""longitude"":-2.359893,""geojson"":{""type"":""Point"",""coordinates"":[-2.359893,51.389535]}}"
"Sign illegible",https://www.fixmystreet.com/report/497230,"2014-07-04 21:08:08 UTC",confirmed,"2014-07-06 22:50:27 UTC",Parks/landscapes,"2014-07-06 22:50:27 UTC",51.38911592,-2.360513674,Lansdown,"{""latitude"":51.38911592,""longitude"":-2.360513674,""geojson"":{""type"":""Point"",""coordinates"":[-2.360513674,51.38911592]}}"
"Fix our street lights ",https://www.fixmystreet.com/report/78456,"2009-10-30 22:49:28 UTC",unconfirmed,,"Street lighting","2009-10-30 22:49:28 UTC",51.2861298,-2.457710308,Westfield,"{""latitude"":51.2861298,""longitude"":-2.457710308,""geojson"":{""type"":""Point"",""coordinates"":[-2.457710308,51.2861298]}}"
"Dumped car no tax",https://www.fixmystreet.com/report/5302,"2007-06-13 14:07:56 UTC",confirmed,"2007-06-13 20:15:02 UTC","Car parking","2007-06-13 20:15:02 UTC",51.37049105,-2.398655364,Southdown,"{""latitude"":51.37049105,""longitude"":-2.398655364,""geojson"":{""type"":""Point"",""coordinates"":[-2.398655364,51.37049105]}}"
"Abandoned supermarket trolley",https://www.fixmystreet.com/report/375450,"2013-07-26 23:18:42 UTC","fixed - user","2013-07-26 23:20:09 UTC",Flytipping,"2013-08-05 23:55:57 UTC",51.37931277,-2.377829463,Widcombe,"{""latitude"":51.37931277,""longitude"":-2.377829463,""geojson"":{""type"":""Point"",""coordinates"":[-2.377829463,51.37931277]}}"
"Road Surface Broken Up",https://www.fixmystreet.com/report/253010,"2012-05-23 11:38:55 UTC",confirmed,"2012-05-23 11:40:06 UTC",Potholes,"2012-05-23 11:40:06 UTC",51.345573,-2.480831,Farmborough,"{""latitude"":51.345573,""longitude"":-2.480831,""geojson"":{""type"":""Point"",""coordinates"":[-2.480831,51.345573]}}"
"Drain cover collapsing",https://www.fixmystreet.com/report/636256,"2015-05-19 08:50:14 UTC",confirmed,"2015-05-19 08:55:32 UTC",Roads/highways,"2015-06-17 06:11:07 UTC",51.388607,-2.433998,Corston,"{""latitude"":51.388607,""longitude"":-2.433998,""geojson"":{""type"":""Point"",""coordinates"":[-2.433998,51.388607]}}"
"Pothole reopening",https://www.fixmystreet.com/report/412519,"2013-12-18 16:12:44 UTC",confirmed,"2013-12-18 16:25:09 UTC",Potholes,"2013-12-18 16:25:09 UTC",51.38314137,-2.313666034,Claverton,"{""latitude"":51.38314137,""longitude"":-2.313666034,""geojson"":{""type"":""Point"",""coordinates"":[-2.313666034,51.38314137]}}"
"Pot holes",https://www.fixmystreet.com/report/591214,"2015-02-20 17:20:16 UTC",confirmed,"2015-02-20 17:25:20 UTC",Roads/highways,"2015-03-20 18:21:21 UTC",51.344198,-2.405386,Englishcombe,"{""latitude"":51.344198,""longitude"":-2.405386,""geojson"":{""type"":""Point"",""coordinates"":[-2.405386,51.344198]}}"
"Regular fly tipping - Now covering the road.",https://www.fixmystreet.com/report/263692,"2012-07-09 08:37:15 UTC","fixed - user","2012-07-09 08:40:14 UTC",Flytipping,"2012-07-16 14:19:05 UTC",51.424468,-2.519282,Keynsham,"{""latitude"":51.424468,""longitude"":-2.519282,""geojson"":{""type"":""Point"",""coordinates"":[-2.519282,51.424468]}}"
"Blocked road drains, Temple Street, Keynsham",https://www.fixmystreet.com/report/383735,"2013-09-02 11:01:50 UTC",confirmed,"2013-09-02 11:05:19 UTC",Roads/highways,"2013-11-25 23:02:53 UTC",51.4113141,-2.496510839,Keynsham,"{""latitude"":51.4113141,""longitude"":-2.496510839,""geojson"":{""type"":""Point"",""coordinates"":[-2.496510839,51.4113141]}}"
"Dog waste on pavement",https://www.fixmystreet.com/report/224502,"2012-01-14 13:57:28 UTC",confirmed,"2012-01-14 14:00:08 UTC","Dog fouling","2012-02-21 13:57:55 UTC",51.38945149,-2.366077753,Lansdown,"{""latitude"":51.38945149,""longitude"":-2.366077753,""geojson"":{""type"":""Point"",""coordinates"":[-2.366077753,51.38945149]}}"
"Wallace Lane, East Harptree",https://www.fixmystreet.com/report/335849,"2013-03-18 08:54:59 UTC",confirmed,"2013-03-25 10:40:10 UTC",Potholes,"2013-06-18 09:29:53 UTC",51.29349135,-2.627778528,"East Harptree","{""latitude"":51.29349135,""longitude"":-2.627778528,""geojson"":{""type"":""Point"",""coordinates"":[-2.627778528,51.29349135]}}"
"Redundant Bus Lane Warning",https://www.fixmystreet.com/report/73589,"2009-09-17 17:35:27 UTC",confirmed,"2009-09-17 17:40:02 UTC","Road traffic signs","2014-12-16 11:26:57 UTC",51.39124536,-2.354445664,Walcot,"{""latitude"":51.39124536,""longitude"":-2.354445664,""geojson"":{""type"":""Point"",""coordinates"":[-2.354445664,51.39124536]}}"
"Blocked Drain",https://www.fixmystreet.com/report/296330,"2012-12-06 16:55:35 UTC","fixed - user","2012-12-06 17:00:09 UTC",Roads/highways,"2013-01-06 16:07:38 UTC",51.42452018,-2.31519155,"St Catherine","{""latitude"":51.42452018,""longitude"":-2.31519155,""geojson"":{""type"":""Point"",""coordinates"":[-2.31519155,51.42452018]}}"
"Sinking drain cover",https://www.fixmystreet.com/report/519033,"2014-09-04 12:51:57 UTC",confirmed,"2014-09-04 12:55:30 UTC",Roads/highways,"2014-10-02 20:58:44 UTC",51.38348107,-2.398451523,Newbridge,"{""latitude"":51.38348107,""longitude"":-2.398451523,""geojson"":{""type"":""Point"",""coordinates"":[-2.398451523,51.38348107]}}"
"Large metal sheet on side of road",https://www.fixmystreet.com/report/442022,"2014-02-18 10:01:10 UTC","fixed - user","2014-02-18 10:05:10 UTC",Flytipping,"2014-03-18 10:42:24 UTC",51.34641354,-2.399999489,Englishcombe,"{""latitude"":51.34641354,""longitude"":-2.399999489,""geojson"":{""type"":""Point"",""coordinates"":[-2.399999489,51.34641354]}}"
"Blocked footpath",https://www.fixmystreet.com/report/386609,"2013-09-11 18:51:26 UTC",confirmed,"2013-09-11 18:55:09 UTC",Other,"2013-10-09 20:02:51 UTC",51.343731,-2.586887,"Chew Magna","{""latitude"":51.343731,""longitude"":-2.586887,""geojson"":{""type"":""Point"",""coordinates"":[-2.586887,51.343731]}}"
"Abandoned car",https://www.fixmystreet.com/report/379584,"2013-08-13 08:39:26 UTC","fixed - user","2013-08-13 08:40:13 UTC",Other,"2013-09-10 10:06:29 UTC",51.42099776,-2.512319044,Keynsham,"{""latitude"":51.42099776,""longitude"":-2.512319044,""geojson"":{""type"":""Point"",""coordinates"":[-2.512319044,51.42099776]}}"
"Missing safety barrier",https://www.fixmystreet.com/report/310439,"2013-01-17 19:45:49 UTC",confirmed,"2013-01-17 19:50:19 UTC",Roads/highways,"2013-01-17 19:50:19 UTC",51.357391,-2.315336,"Monkton Combe","{""latitude"":51.357391,""longitude"":-2.315336,""geojson"":{""type"":""Point"",""coordinates"":[-2.315336,51.357391]}}"
"Pot holes - the road needs re-surfacing",https://www.fixmystreet.com/report/503336,"2014-07-21 17:32:17 UTC",confirmed,"2014-07-21 17:35:22 UTC",Potholes,"2014-07-21 17:35:22 UTC",51.378632,-2.357089,Abbey,"{""latitude"":51.378632,""longitude"":-2.357089,""geojson"":{""type"":""Point"",""coordinates"":[-2.357089,51.378632]}}"
